Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0008812	Cmi|5760.1	Cplagiosum|6775.1	Lerinacea|LE06286.1	Loculatus|13916.1	Ggallus|1539.2	Xentr10.7|4205.1
N0.HOG0008813	Cmi|5764.1	Cplagiosum|6780.1	Lerinacea|LE06223.1	Loculatus|13920.1	Ggallus|1530.1	Xentr10.7|4197.1
N0.HOG0008814	Cmi|5766.1	Cplagiosum|6782.1	Lerinacea|LE06678.1	Loculatus|13668.1	Ggallus|1529.1	Xentr10.7|4195.1
N0.HOG0008815	Cmi|5767.1	Cplagiosum|6783.2	Lerinacea|LE06188.1	Loculatus|13667.4	Ggallus|1527.2	Xentr10.7|4194.3
N0.HOG0008816	Cmi|5768.4	Cplagiosum|6785.2	Lerinacea|LE06337.1	Loculatus|13665.2	Ggallus|1525.1	Xentr10.7|4192.1
N0.HOG0008817	Cmi|5769.1	Cplagiosum|6786.2	Lerinacea|LE06632.1	Loculatus|13664.1	Ggallus|1524.1	Xentr10.7|4191.1
N0.HOG0008818	Cmi|5776.1	Cplagiosum|6800.2	Lerinacea|LE06387.2	Loculatus|13954.1	Ggallus|1254.8	Xentr10.7|4163.1
N0.HOG0008819	Cmi|5777.1	Cplagiosum|6801.2	Lerinacea|LE06767.1	Loculatus|13953.1	Ggallus|1327.2	Xentr10.7|4396.1
N0.HOG0008820	Cmi|5778.2	Cplagiosum|6802.1	Lerinacea|LE06510.1	Loculatus|13952.1	Ggallus|1328.1	Xentr10.7|4395.1
N0.HOG0008821	Cmi|5785.3	Cplagiosum|20053.1	Lerinacea|LE09762.1	Loculatus|496.6	Ggallus|5203.1	Xentr10.7|14031.1
N0.HOG0008822	Cmi|5789.1	Cplagiosum|3438.3	Lerinacea|LE10362.1	Loculatus|2895.1	Ggallus|2218.1	Xentr10.7|5840.1
N0.HOG0008823	Cmi|5793.1	Cplagiosum|3441.1	Lerinacea|LE09871.1	Loculatus|2892.1	Ggallus|2222.1	Xentr10.7|5836.1
N0.HOG0008824	Cmi|5794.1	Cplagiosum|3442.3	Lerinacea|LE09632.1	Loculatus|2891.3	Ggallus|2223.1	Xentr10.7|5846.1
N0.HOG0008825	Cmi|5797.1	Cplagiosum|3444.1	Lerinacea|LE10442.1	Loculatus|2890.1	Ggallus|2224.1	Xentr10.7|5849.1
N0.HOG0008826	Cmi|5798.3	Cplagiosum|3445.2	Lerinacea|LE09831.1	Loculatus|2889.1	Ggallus|2226.2	Xentr10.7|5850.1
N0.HOG0008827	Cmi|5799.2	Cplagiosum|3446.1	Lerinacea|LE09992.1	Loculatus|2888.2	Ggallus|2227.1	Xentr10.7|5851.1
N0.HOG0008828	Cmi|5801.1	Cplagiosum|3447.2	Lerinacea|LE10389.1	Loculatus|2887.2	Ggallus|2228.1	Xentr10.7|5852.1
N0.HOG0008829	Cmi|5802.1	Cplagiosum|3448.1	Lerinacea|LE09695.1	Loculatus|2886.1	Ggallus|2229.1	Xentr10.7|5853.1
N0.HOG0008830	Cmi|5806.1	Cplagiosum|3452.1	Lerinacea|LE09573.1	Loculatus|2880.1	Ggallus|2234.1	Xentr10.7|5860.1
N0.HOG0008831	Cmi|5809.1	Cplagiosum|3456.3	Lerinacea|LE09998.1	Loculatus|2877.2	Ggallus|2241.4	Xentr10.7|5865.4
N0.HOG0008832	Cmi|5811.2	Cplagiosum|3457.1	Lerinacea|LE10084.1	Loculatus|2876.2	Ggallus|2242.1	Xentr10.7|5866.1
N0.HOG0008833	Cmi|5818.2	Cplagiosum|3462.1	Lerinacea|LE09923.1	Loculatus|2640.1	Ggallus|1209.1	Xentr10.7|3461.2
N0.HOG0008834	Cmi|5819.1	Cplagiosum|3463.1	Lerinacea|LE10279.1	Loculatus|2872.2	Ggallus|2247.2	Xentr10.7|5874.1
N0.HOG0008835	Cmi|5821.1	Cplagiosum|3464.1	Lerinacea|LE10172.1	Loculatus|2871.1	Ggallus|2248.2	Xentr10.7|5875.1
N0.HOG0008836	Cmi|5824.1	Cplagiosum|3466.1	Lerinacea|LE09722.1	Loculatus|2869.1	Ggallus|2252.1	Xentr10.7|5878.1
N0.HOG0008837	Cmi|5828.1	Cplagiosum|3469.1	Lerinacea|LE10163.1	Loculatus|2866.1	Ggallus|2256.1	Xentr10.7|5882.1
N0.HOG0008838	Cmi|5832.1	Cplagiosum|3472.2	Lerinacea|LE09804.1	Loculatus|14034.1	Ggallus|2274.3	Xentr10.7|5889.1
N0.HOG0008839	Cmi|5833.1	Cplagiosum|3473.1	Lerinacea|LE09727.1	Loculatus|14033.1	Ggallus|2275.2	Xentr10.7|5890.2
N0.HOG0008840	Cmi|5834.1	Cplagiosum|3474.2	Lerinacea|LE09929.2	Loculatus|14032.1	Ggallus|2273.1	Xentr10.7|5891.1
N0.HOG0008841	Cmi|5835.2	Cplagiosum|3475.1	Lerinacea|LE09647.2	Loculatus|2774.3	Ggallus|2272.6	Xentr10.7|5928.1
N0.HOG0008842	Cmi|5836.1	Cplagiosum|3476.1	Lerinacea|LE10393.1	Loculatus|2775.1	Ggallus|2271.1	Xentr10.7|5927.1
N0.HOG0008843	Cmi|5837.1	Cplagiosum|3477.6	Lerinacea|LE10367.1	Loculatus|2776.3	Ggallus|2270.2	Xentr10.7|5926.1
N0.HOG0008844	Cmi|5839.2	Cplagiosum|3478.4	Lerinacea|LE09800.1	Loculatus|2778.1	Ggallus|2267.4	Xentr10.7|5918.1
N0.HOG0008845	Cmi|5844.1	Cplagiosum|3480.1	Lerinacea|LE09488.1	Loculatus|2804.3	Ggallus|2265.1	Xentr10.7|5913.1
N0.HOG0008846	Cmi|5846.1	Cplagiosum|3482.1	Lerinacea|LE10248.2	Loculatus|2802.1	Ggallus|2263.1	Xentr10.7|5911.4
N0.HOG0008847	Cmi|5847.1	Cplagiosum|3483.1	Lerinacea|LE09641.1	Loculatus|2801.1	Ggallus|2262.1	Xentr10.7|5909.3
N0.HOG0008848	Cmi|5848.2	Cplagiosum|3484.1	Lerinacea|LE09607.1	Loculatus|2800.1	Ggallus|2261.2	Xentr10.7|5908.2
N0.HOG0008849	Cmi|5849.1	Cplagiosum|3485.1	Lerinacea|LE10420.1	Loculatus|2799.1	Ggallus|2260.2	Xentr10.7|5907.1
N0.HOG0008850	Cmi|5850.1	Cplagiosum|3486.1	Lerinacea|LE09894.1	Loculatus|2798.1	Ggallus|2259.1	Xentr10.7|5906.1
N0.HOG0008851	Cmi|5855.3	Cplagiosum|3488.1	Lerinacea|LE09759.2	Loculatus|2795.1	Ggallus|2278.1	Xentr10.7|5901.1
N0.HOG0008852	Cmi|5856.1	Cplagiosum|3489.1	Lerinacea|LE10285.1	Loculatus|2794.1	Ggallus|2279.1	Xentr10.7|5900.1
N0.HOG0008853	Cmi|5857.1	Cplagiosum|3490.1	Lerinacea|LE09750.1	Loculatus|2793.1	Ggallus|2285.7	Xentr10.7|5899.2
N0.HOG0008854	Cmi|5859.1	Cplagiosum|3492.2	Lerinacea|LE09590.1	Loculatus|13641.2	Ggallus|1752.1	Xentr10.7|5057.1
N0.HOG0008855	Cmi|5860.1	Cplagiosum|3493.1	Lerinacea|LE10270.1	Loculatus|13640.1	Ggallus|1753.3	Xentr10.7|5058.1
N0.HOG0008856	Cmi|5861.1	Cplagiosum|3494.1	Lerinacea|LE09490.1	Loculatus|13639.1	Ggallus|1757.3	Xentr10.7|5055.2
N0.HOG0008857	Cmi|5863.1	Cplagiosum|3496.2	Lerinacea|LE09535.2	Loculatus|13637.1	Ggallus|1759.3	Xentr10.7|5052.2
N0.HOG0008858	Cmi|5865.1	Cplagiosum|3498.1	Lerinacea|LE09574.1	Loculatus|14111.1	Ggallus|1761.1	Xentr10.7|5048.1
N0.HOG0008859	Cmi|5866.2	Cplagiosum|3499.1	Lerinacea|LE10025.1	Loculatus|14110.1	Ggallus|1763.4	Xentr10.7|5001.4
N0.HOG0008860	Cmi|5870.1	Cplagiosum|3503.1	Lerinacea|LE10365.1	Loculatus|14106.1	Ggallus|1767.1	Xentr10.7|5005.1
N0.HOG0008861	Cmi|5871.1	Cplagiosum|3504.1	Lerinacea|LE09551.1	Loculatus|14107.1	Ggallus|1768.2	Xentr10.7|5006.9
N0.HOG0008862	Cmi|5872.1	Cplagiosum|3505.1	Lerinacea|LE10287.1	Loculatus|14105.1	Ggallus|1769.1	Xentr10.7|5007.4
N0.HOG0008863	Cmi|5874.1	Cplagiosum|3507.1	Lerinacea|LE09649.1	Loculatus|13645.1	Ggallus|1771.1	Xentr10.7|5009.1
N0.HOG0008864	Cmi|5878.1	Cplagiosum|3510.4	Lerinacea|LE09627.1	Loculatus|14113.2	Ggallus|1773.1	Xentr10.7|5010.4
N0.HOG0008865	Cmi|5884.1	Cplagiosum|3516.1	Lerinacea|LE09927.1	Loculatus|17976.1	Ggallus|1782.3	Xentr10.7|5018.1
N0.HOG0008866	Cmi|5886.1	Cplagiosum|3518.1	Lerinacea|LE09690.1	Loculatus|13957.1	Ggallus|1785.1	Xentr10.7|5021.1
N0.HOG0008867	Cmi|5887.1	Cplagiosum|3519.1	Lerinacea|LE09741.1	Loculatus|13958.1	Ggallus|1786.1	Xentr10.7|5022.1
N0.HOG0008868	Cmi|5894.1	Cplagiosum|3524.1	Lerinacea|LE09876.1	Loculatus|13961.1	Ggallus|1790.1	Xentr10.7|5028.1
N0.HOG0008869	Cmi|5897.1	Cplagiosum|3528.1	Lerinacea|LE10091.2	Loculatus|13964.2	Ggallus|1792.1	Xentr10.7|5031.1
N0.HOG0008870	Cmi|5900.1	Cplagiosum|3530.1	Lerinacea|LE10311.1	Loculatus|13966.1	Ggallus|2898.1	Xentr10.7|5042.1
N0.HOG0008871	Cmi|5901.1	Cplagiosum|3531.1	Lerinacea|LE10004.1	Loculatus|13967.2	Ggallus|1794.1	Xentr10.7|4999.1
N0.HOG0008872	Cmi|5903.1	Cplagiosum|3532.1	Lerinacea|LE09645.1	Loculatus|13969.1	Ggallus|1795.2	Xentr10.7|4997.1
N0.HOG0008873	Cmi|5904.1	Cplagiosum|3533.2	Lerinacea|LE10324.1	Loculatus|13970.1	Ggallus|1796.2	Xentr10.7|4996.1
N0.HOG0008874	Cmi|5906.1	Cplagiosum|3534.1	Lerinacea|LE09670.1	Loculatus|13972.1	Ggallus|1798.1	Xentr10.7|4994.1
N0.HOG0008875	Cmi|5910.1	Cplagiosum|3537.1	Lerinacea|LE10145.1	Loculatus|12778.1	Ggallus|1801.1	Xentr10.7|4991.1
N0.HOG0008876	Cmi|5915.1	Cplagiosum|3541.1	Lerinacea|LE09579.1	Loculatus|12775.2	Ggallus|1804.1	Xentr10.7|4988.1
N0.HOG0008877	Cmi|5916.1	Cplagiosum|3542.1	Lerinacea|LE09447.1	Loculatus|12774.1	Ggallus|1805.1	Xentr10.7|4987.1
N0.HOG0008878	Cmi|5921.1	Cplagiosum|3545.1	Lerinacea|LE09820.1	Loculatus|12770.1	Ggallus|1809.1	Xentr10.7|5040.1
N0.HOG0008879	Cmi|5926.1	Cplagiosum|3550.2	Lerinacea|LE09785.1	Loculatus|2864.1	Ggallus|2183.2	Xentr10.7|5798.1
N0.HOG0008880	Cmi|5928.1	Cplagiosum|3551.1	Lerinacea|LE09624.1	Loculatus|2863.1	Ggallus|2182.3	Xentr10.7|5797.1
N0.HOG0008881	Cmi|5931.2	Cplagiosum|3553.3	Lerinacea|LE10412.1	Loculatus|2861.1	Ggallus|2180.1	Xentr10.7|5794.1
N0.HOG0008882	Cmi|5932.1	Cplagiosum|3554.2	Lerinacea|LE09449.1	Loculatus|2860.1	Ggallus|2178.1	Xentr10.7|5792.1
N0.HOG0008883	Cmi|5933.1	Cplagiosum|3555.1	Lerinacea|LE10032.1	Loculatus|2859.1	Ggallus|2176.1	Xentr10.7|5790.1
N0.HOG0008884	Cmi|5935.1	Cplagiosum|3557.1	Lerinacea|LE10236.1	Loculatus|2858.1	Ggallus|2174.1	Xentr10.7|5788.1
N0.HOG0008885	Cmi|5936.1	Cplagiosum|3558.1	Lerinacea|LE09841.1	Loculatus|2857.1	Ggallus|2173.10	Xentr10.7|5786.2
N0.HOG0008886	Cmi|5937.1	Cplagiosum|3559.1	Lerinacea|LE10132.1	Loculatus|2854.3	Ggallus|2172.1	Xentr10.7|5785.1
N0.HOG0008887	Cmi|5938.1	Cplagiosum|3560.2	Lerinacea|LE09596.1	Loculatus|2855.1	Ggallus|2179.2	Xentr10.7|5793.2
N0.HOG0008888	Cmi|5943.1	Cplagiosum|3564.1	Lerinacea|LE09609.1	Loculatus|2851.1	Ggallus|2168.1	Xentr10.7|5780.1
N0.HOG0008889	Cmi|5945.1	Cplagiosum|3566.1	Lerinacea|LE09642.1	Loculatus|2513.1	Ggallus|2166.1	Xentr10.7|5778.1
N0.HOG0008890	Cmi|5946.1	Cplagiosum|3567.1	Lerinacea|LE10309.1	Loculatus|2514.1	Ggallus|2165.1	Xentr10.7|5777.1
N0.HOG0008891	Cmi|5948.1	Cplagiosum|3571.1	Lerinacea|LE09777.2	Loculatus|2545.1	Ggallus|2164.2	Xentr10.7|5775.1
N0.HOG0008892	Cmi|5949.1	Cplagiosum|3574.1	Lerinacea|LE09925.1	Loculatus|2547.1	Ggallus|2162.1	Xentr10.7|5773.1
N0.HOG0008893	Cmi|5951.1	Cplagiosum|3576.1	Lerinacea|LE09814.1	Loculatus|14118.1	Ggallus|2159.2	Xentr10.7|5769.1
N0.HOG0008894	Cmi|5955.2	Cplagiosum|3579.2	Lerinacea|LE10353.1	Loculatus|14121.2	Ggallus|2156.2	Xentr10.7|5748.1
N0.HOG0008895	Cmi|5956.1	Cplagiosum|3581.1	Lerinacea|LE09549.1	Loculatus|14122.1	Ggallus|2155.1	Xentr10.7|5749.2
N0.HOG0008896	Cmi|5957.1	Cplagiosum|3582.4	Lerinacea|LE09684.1	Loculatus|14123.1	Ggallus|2154.1	Xentr10.7|5750.1
N0.HOG0008897	Cmi|5959.1	Cplagiosum|3584.3	Lerinacea|LE10016.1	Loculatus|14127.2	Ggallus|2152.1	Xentr10.7|5757.3
N0.HOG0008898	Cmi|5960.1	Cplagiosum|3585.3	Lerinacea|LE09682.4	Loculatus|14128.1	Ggallus|2150.9	Xentr10.7|5758.5
N0.HOG0008899	Cmi|5961.1	Cplagiosum|3587.1	Lerinacea|LE09554.2	Loculatus|14129.1	Ggallus|2147.1	Xentr10.7|5759.1
N0.HOG0008900	Cmi|5964.1	Cplagiosum|3591.2	Lerinacea|LE09663.1	Loculatus|14131.1	Ggallus|2143.1	Xentr10.7|5763.1
N0.HOG0008901	Cmi|5965.1	Cplagiosum|3589.2	Lerinacea|LE09616.1	Loculatus|14132.1	Ggallus|2142.1	Xentr10.7|5764.1
N0.HOG0008902	Cmi|5966.1	Cplagiosum|3592.3	Lerinacea|LE10055.1	Loculatus|14134.3	Ggallus|2140.1	Xentr10.7|5766.10
N0.HOG0008903	Cmi|5967.1	Cplagiosum|3593.1	Lerinacea|LE09696.1	Loculatus|14135.1	Ggallus|2139.1	Xentr10.7|5767.1
N0.HOG0008904	Cmi|5968.1	Cplagiosum|3594.2	Lerinacea|LE09659.1	Loculatus|14136.1	Ggallus|2138.1	Xentr10.7|5744.1
N0.HOG0008905	Cmi|5969.1	Cplagiosum|3595.1	Lerinacea|LE09564.1	Loculatus|14137.1	Ggallus|2137.1	Xentr10.7|5743.1
N0.HOG0008906	Cmi|5970.1	Cplagiosum|3596.2	Lerinacea|LE10164.1	Loculatus|14139.1	Ggallus|2136.1	Xentr10.7|5742.1
N0.HOG0008907	Cmi|5971.1	Cplagiosum|3597.1	Lerinacea|LE09665.1	Loculatus|2533.1	Ggallus|2134.4	Xentr10.7|5741.1
N0.HOG0008908	Cmi|5972.1	Cplagiosum|3598.1	Lerinacea|LE09829.1	Loculatus|2532.1	Ggallus|2133.1	Xentr10.7|5740.1
N0.HOG0008909	Cmi|5975.4	Cplagiosum|3600.1	Lerinacea|LE10096.1	Loculatus|2530.1	Ggallus|2130.2	Xentr10.7|5738.1
N0.HOG0008910	Cmi|5976.1	Cplagiosum|3602.1	Lerinacea|LE09984.1	Loculatus|2529.1	Ggallus|2129.1	Xentr10.7|5737.2
N0.HOG0008911	Cmi|5977.3	Cplagiosum|3603.2	Lerinacea|LE09698.1	Loculatus|2528.2	Ggallus|2128.1	Xentr10.7|5736.1
N0.HOG0008912	Cmi|5978.1	Cplagiosum|3604.1	Lerinacea|LE10233.1	Loculatus|2527.2	Ggallus|2127.1	Xentr10.7|5735.1
N0.HOG0008913	Cmi|5982.1	Cplagiosum|3608.1	Lerinacea|LE10351.1	Loculatus|2727.1	Ggallus|2125.1	Xentr10.7|5730.1
N0.HOG0008914	Cmi|5984.1	Cplagiosum|3610.2	Lerinacea|LE09811.1	Loculatus|2702.1	Ggallus|2123.1	Xentr10.7|5720.1
N0.HOG0008915	Cmi|5985.1	Cplagiosum|3611.1	Lerinacea|LE10212.2	Loculatus|2703.1	Ggallus|2122.3	Xentr10.7|5719.3
N0.HOG0008916	Cmi|5986.1	Cplagiosum|3612.1	Lerinacea|LE09944.1	Loculatus|2704.1	Ggallus|2121.1	Xentr10.7|5718.1
N0.HOG0008917	Cmi|5987.3	Cplagiosum|3613.3	Lerinacea|LE09587.3	Loculatus|2705.2	Ggallus|2120.5	Xentr10.7|5717.1
N0.HOG0008918	Cmi|5992.1	Cplagiosum|3617.1	Lerinacea|LE09654.1	Loculatus|2709.1	Ggallus|2116.2	Xentr10.7|5713.1
N0.HOG0008919	Cmi|5995.2	Cplagiosum|19935.1	Lerinacea|LE10018.1	Loculatus|2711.1	Ggallus|2114.1	Xentr10.7|5710.1
N0.HOG0008920	Cmi|5997.1	Cplagiosum|19936.1	Lerinacea|LE09521.1	Loculatus|2713.1	Ggallus|2112.1	Xentr10.7|5708.1
N0.HOG0008921	Cmi|6000.1	Cplagiosum|19938.1	Lerinacea|LE10220.1	Loculatus|2716.1	Ggallus|2109.1	Xentr10.7|5706.1
N0.HOG0008922	Cmi|6001.1	Cplagiosum|3622.1	Lerinacea|LE10254.1	Loculatus|2717.1	Ggallus|2108.1	Xentr10.7|5705.1
N0.HOG0008923	Cmi|6002.1	Cplagiosum|3623.1	Lerinacea|LE10302.1	Loculatus|2718.1	Ggallus|2107.1	Xentr10.7|5704.1
N0.HOG0008924	Cmi|6004.1	Cplagiosum|3625.1	Lerinacea|LE09794.1, Lerinacea|LE09543.1	Loculatus|2720.1		Xentr10.7|5702.1
N0.HOG0008925	Cmi|6006.1	Cplagiosum|3626.1	Lerinacea|LE10327.1	Loculatus|2721.1	Ggallus|2105.1	Xentr10.7|5701.1
N0.HOG0008926	Cmi|6007.2	Cplagiosum|3627.1	Lerinacea|LE09506.1	Loculatus|2722.4	Ggallus|2104.2	Xentr10.7|5699.2
N0.HOG0008927	Cmi|6010.1	Cplagiosum|3629.2	Lerinacea|LE09840.1	Loculatus|2543.1	Ggallus|2101.1	Xentr10.7|14459.1
N0.HOG0008928	Cmi|6018.3	Cplagiosum|3636.3	Lerinacea|LE09548.1	Loculatus|18129.1	Ggallus|2095.1	Xentr10.7|5693.2
N0.HOG0008929	Cmi|6020.2	Cplagiosum|19155.1	Lerinacea|LE10346.1	Loculatus|18131.1	Ggallus|2091.1	Xentr10.7|5691.9
N0.HOG0008930	Cmi|6025.1	Cplagiosum|3641.1	Lerinacea|LE10376.1	Loculatus|18132.1	Ggallus|2090.1	Xentr10.7|5690.1
N0.HOG0008931	Cmi|6031.1	Cplagiosum|3646.2	Lerinacea|LE10110.2	Loculatus|18137.1	Ggallus|2088.1	Xentr10.7|5683.1
N0.HOG0008932	Cmi|6035.1	Cplagiosum|3649.1	Lerinacea|LE10240.1	Loculatus|2943.1	Ggallus|2086.1	Xentr10.7|5678.1
N0.HOG0008933	Cmi|6042.1	Cplagiosum|3655.1	Lerinacea|LE10214.1	Loculatus|2949.1	Ggallus|2080.1	Xentr10.7|5673.1
N0.HOG0008934	Cmi|6043.2	Cplagiosum|18831.1	Lerinacea|LE09475.1	Loculatus|2950.1	Ggallus|2079.1	Xentr10.7|5672.1
N0.HOG0008935	Cmi|6046.1	Cplagiosum|3658.2	Lerinacea|LE09846.1	Loculatus|2952.1	Ggallus|2078.2	Xentr10.7|5670.1
N0.HOG0008936	Cmi|6052.1	Cplagiosum|3662.1	Lerinacea|LE09742.1	Loculatus|2956.2	Ggallus|2075.2	Xentr10.7|5666.1
N0.HOG0008937	Cmi|6053.1	Cplagiosum|3664.1	Lerinacea|LE09686.1	Loculatus|2958.1	Ggallus|2074.4	Xentr10.7|5665.1
N0.HOG0008938	Cmi|6055.1	Cplagiosum|3665.2	Lerinacea|LE10058.1	Loculatus|2959.1	Ggallus|2073.2	Xentr10.7|5664.2
N0.HOG0008939	Cmi|6058.1	Cplagiosum|3668.1	Lerinacea|LE09458.1	Loculatus|2962.1	Ggallus|2070.1	Xentr10.7|5661.1
N0.HOG0008940	Cmi|6059.1	Cplagiosum|3670.2	Lerinacea|LE09904.1	Loculatus|2964.1	Ggallus|2068.1	Xentr10.7|5658.1
N0.HOG0008941	Cmi|6060.1	Cplagiosum|3671.2	Lerinacea|LE10363.1	Loculatus|2965.1	Ggallus|2067.1	Xentr10.7|5657.1
N0.HOG0008942	Cmi|6061.1	Cplagiosum|3672.2	Lerinacea|LE09738.2	Loculatus|2966.1	Ggallus|2066.7	Xentr10.7|5656.4
N0.HOG0008943	Cmi|6062.1	Cplagiosum|3673.2	Lerinacea|LE09689.1	Loculatus|2967.1	Ggallus|2065.1	Xentr10.7|5655.1
N0.HOG0008944	Cmi|6063.1	Cplagiosum|3674.1	Lerinacea|LE09945.1	Loculatus|2968.1	Ggallus|2063.1	Xentr10.7|5653.1
N0.HOG0008945	Cmi|6064.1	Cplagiosum|3675.1	Lerinacea|LE09668.1	Loculatus|2969.1	Ggallus|2062.1	Xentr10.7|5652.1
N0.HOG0008946	Cmi|6071.1	Cplagiosum|3681.1	Lerinacea|LE09940.1	Loculatus|2987.1	Ggallus|2055.1	Xentr10.7|5645.1
N0.HOG0008947	Cmi|6072.1	Cplagiosum|3682.1	Lerinacea|LE09450.1	Loculatus|2986.1	Ggallus|2054.1	Xentr10.7|5643.1
N0.HOG0008948	Cmi|6073.1	Cplagiosum|3683.1	Lerinacea|LE10337.1	Loculatus|2985.1	Ggallus|2053.1	Xentr10.7|5642.5
N0.HOG0008949	Cmi|6075.1	Cplagiosum|3685.1	Lerinacea|LE09498.1	Loculatus|2983.1	Ggallus|2051.1	Xentr10.7|5639.6
N0.HOG0008950	Cmi|6076.1	Cplagiosum|3686.1	Lerinacea|LE09881.1	Loculatus|2982.1	Ggallus|2050.1	Xentr10.7|5638.1
N0.HOG0008951	Cmi|6077.1	Cplagiosum|3687.1	Lerinacea|LE09900.1	Loculatus|2981.4	Ggallus|2049.1	Xentr10.7|5637.1
N0.HOG0008952	Cmi|6078.1	Cplagiosum|3688.1	Lerinacea|LE10296.1	Loculatus|2980.1	Ggallus|2048.1	Xentr10.7|5636.1
N0.HOG0008953	Cmi|6079.1	Cplagiosum|3689.1	Lerinacea|LE10153.1	Loculatus|2990.1	Ggallus|2047.1	Xentr10.7|5635.1
N0.HOG0008954	Cmi|6081.2	Cplagiosum|3691.1	Lerinacea|LE10125.1	Loculatus|14093.2	Ggallus|2045.1	Xentr10.7|5633.2
N0.HOG0008955	Cmi|6082.1	Cplagiosum|3692.2	Lerinacea|LE09908.1	Loculatus|14092.1	Ggallus|2044.1	Xentr10.7|5632.1
N0.HOG0008956	Cmi|6085.1	Cplagiosum|3695.1	Lerinacea|LE09832.1	Loculatus|12752.1	Ggallus|1683.1	Xentr10.7|4218.2
N0.HOG0008957	Cmi|6087.1	Cplagiosum|3697.3	Lerinacea|LE10158.3	Loculatus|12755.1	Ggallus|1685.1	Xentr10.7|3905.1
N0.HOG0008958	Cmi|6091.1	Cplagiosum|3699.1	Lerinacea|LE10239.1	Loculatus|2835.1	Ggallus|2366.2	Xentr10.7|5942.1
N0.HOG0008959	Cmi|6094.1	Cplagiosum|3702.1	Lerinacea|LE09455.1	Loculatus|2837.1	Ggallus|2368.1	Xentr10.7|5940.2
N0.HOG0008960	Cmi|6095.1	Cplagiosum|3703.2	Lerinacea|LE09633.1	Loculatus|2833.1	Ggallus|2362.1	Xentr10.7|5966.1
N0.HOG0008961	Cmi|6097.1	Cplagiosum|3704.2	Lerinacea|LE09473.1	Loculatus|2832.2	Ggallus|2361.1	Xentr10.7|5967.1
N0.HOG0008962	Cmi|6101.1	Cplagiosum|3708.1	Lerinacea|LE09936.1	Loculatus|2828.1	Ggallus|2357.2	Xentr10.7|5972.1
N0.HOG0008963	Cmi|6102.1	Cplagiosum|3709.2	Lerinacea|LE10282.1	Loculatus|2827.1	Ggallus|2355.1	Xentr10.7|20371.1
N0.HOG0008964	Cmi|6103.1	Cplagiosum|3710.1	Lerinacea|LE09983.1	Loculatus|2826.1	Ggallus|2354.1	Xentr10.7|6013.1
N0.HOG0008965	Cmi|6107.1	Cplagiosum|3713.2	Lerinacea|LE09646.2	Loculatus|2823.1	Ggallus|2352.5	Xentr10.7|6010.1
N0.HOG0008966	Cmi|6109.1	Cplagiosum|3715.1	Lerinacea|LE09931.1	Loculatus|2821.2	Ggallus|2350.5	Xentr10.7|6008.1
N0.HOG0008967	Cmi|6113.1	Cplagiosum|3718.1	Lerinacea|LE09830.1	Loculatus|2806.1	Ggallus|2287.1	Xentr10.7|5898.1
N0.HOG0008968	Cmi|6116.1	Cplagiosum|3720.2	Lerinacea|LE10037.1	Loculatus|13642.1	Ggallus|1751.1	Xentr10.7|5060.1
N0.HOG0008969	Cmi|6117.1	Cplagiosum|3721.2	Lerinacea|LE10436.1	Loculatus|13643.1	Ggallus|1750.3	Xentr10.7|5061.1
N0.HOG0008970	Cmi|6118.2	Cplagiosum|3722.3	Lerinacea|LE09797.1	Loculatus|13644.1	Ggallus|1749.9	Xentr10.7|5063.3
N0.HOG0008971	Cmi|6120.1	Cplagiosum|3724.5	Lerinacea|LE10408.1	Loculatus|13647.1	Ggallus|1747.1	Xentr10.7|5065.2
N0.HOG0008972	Cmi|6121.1	Cplagiosum|3725.1	Lerinacea|LE10092.1	Loculatus|13648.1	Ggallus|1746.1	Xentr10.7|5066.1
N0.HOG0008973	Cmi|6122.1	Cplagiosum|3726.8	Lerinacea|LE10225.1	Loculatus|13955.7	Ggallus|1745.1	Xentr10.7|5067.1
N0.HOG0008974	Cmi|6128.1	Cplagiosum|3735.1	Lerinacea|LE10438.1	Loculatus|13945.1	Ggallus|1744.1	Xentr10.7|5070.1
N0.HOG0008975	Cmi|6130.1	Cplagiosum|3736.1	Lerinacea|LE10020.1	Loculatus|13944.1	Ggallus|1743.1	Xentr10.7|5071.1
N0.HOG0008976	Cmi|6132.1	Cplagiosum|3738.1	Lerinacea|LE09678.2	Loculatus|13941.2	Ggallus|1741.7	Xentr10.7|5074.1
N0.HOG0008977	Cmi|6136.1	Cplagiosum|3739.1	Lerinacea|LE10015.1	Loculatus|13940.1	Ggallus|1739.1	Xentr10.7|5075.3
N0.HOG0008978	Cmi|6138.1	Cplagiosum|3742.1	Lerinacea|LE09761.1	Loculatus|13939.3	Ggallus|1738.1	Xentr10.7|5076.1
N0.HOG0008979	Cmi|6144.1	Cplagiosum|3745.1	Lerinacea|LE09511.1	Loculatus|13936.1	Ggallus|1733.1	Xentr10.7|5080.4
N0.HOG0008980	Cmi|6145.1	Cplagiosum|3746.1	Lerinacea|LE10121.1	Loculatus|13935.1	Ggallus|1732.1	Xentr10.7|5081.2
N0.HOG0008981	Cmi|6146.1	Cplagiosum|3749.1	Lerinacea|LE09531.1	Loculatus|13934.1	Ggallus|1731.1	Xentr10.7|5082.1
