Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0011188	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011189	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011190	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011191	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011192	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011193	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011194	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011195	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011196	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011197	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011198	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011199	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011200	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011201	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011202	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011203	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011204	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011205	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011206	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011207	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011208	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011209	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011210	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011211	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011212	Cmi12	Cpl22	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011213	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011214	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011215	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011216	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011217	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011218	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011219	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011220	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011221	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011222	Cmi12	CplSca		Loc23, Loc05	Gga12	Xtr04
N0.HOG0011223	Cmi12	Cpl18	Ler16	Loc05	Gga03	Xtr04
N0.HOG0011224	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011225	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011226	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011227	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011228	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011229	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011230	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011231	Cmi12	Cpl18	Ler04	Loc05	Gga12	Xtr04
N0.HOG0011232	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011233	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011234	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011235	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011236	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011237	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011238	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011239	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011240	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011241	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011242	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011243	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011244	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011245	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011246	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011247	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011248	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011249	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011250	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011251	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011252	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011253	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0011254	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011255	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011256	Cmi13	Cpl14	Ler11			
N0.HOG0011257	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011258	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011259	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011260	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011261	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011262	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011263	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011264	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011265	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011266	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011267	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011268	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011269	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011270	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011271	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011272	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011273	Cmi13	Cpl14	Ler11	Loc04	Gga04	Xtr01
N0.HOG0011274	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011275	Cmi13	CplSca	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011276	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011277	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011278	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011279	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011280	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011281	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011282	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011283	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011284	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011285	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011286	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011287	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011288	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011289	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011290	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011291	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011292	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011293	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011294	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011295	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011296	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011297	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011298	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011299	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011300	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011301	Cmi13	Cpl14	Ler11	Loc06	Gga13	
N0.HOG0011302	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011303	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011304	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011305	Cmi13	CplSca	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011306	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011307	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr04
N0.HOG0011308	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011309	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011310	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011311	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011312	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011313	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011314	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011315	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011316	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011317	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011318	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011319	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011320	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr08
N0.HOG0011321	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011322	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011323	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011324	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011325	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011326	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011327	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011328	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011329	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011330	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011331	CmiSca			Loc24		
N0.HOG0011332	Cmi13	Cpl14		Loc06		
N0.HOG0011333	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011334	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011335	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011336	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011337	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011338	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011339	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011340	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011341	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011342	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011343	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011344	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011345	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011346	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011347	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011348	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011349	Cmi13	Cpl20	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011350	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011351	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011352	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011353	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011354	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011355	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011356	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011357	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011358	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011359	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011360	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011361	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011362	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011363	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011364	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011365	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011366	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011367	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011368	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011369	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011370	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011371	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011372	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011373	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011374	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0011375	Cmi14	Cpl17	Ler50	Loc02	GgaZ	Xtr01
N0.HOG0011376	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011377	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011378	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011379	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011380	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011381	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011382	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011383	Cmi14		Ler50	Loc23	Gga35	Xtr04
N0.HOG0011384	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011385	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
N0.HOG0011386	Cmi14	CplSca	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011387	Cmi14	Cpl04	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011388	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011389	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011390	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011391	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011392	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011393	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr05
N0.HOG0011394	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011395	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011396	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011397	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011398	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011399	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011400	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011401	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011402	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011403	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011404	Cmi14	Cpl17	Ler17	Loc09	Gga02	Xtr06
N0.HOG0011405	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011406	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011407	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011408	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011409	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011410	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011411	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011412	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011413	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011414	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011415	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011416	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011417	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011418	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011419	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011420	Cmi14	Cpl17	Ler17	Loc23		Xtr04
N0.HOG0011421	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011422	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011423	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011424	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011425	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011426	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011427	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011428	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011429	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011430	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011431	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011432	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011433	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011434	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011435	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011436	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011437	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011438	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011439	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011440	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011441	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011442	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011443	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011444	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011445	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011446	Cmi14	Cpl17		Loc23, Loc18	Gga11	Xtr04
N0.HOG0011447	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011448	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011449	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011450	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011451	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011452	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011453	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011454	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011455	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011456	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011457	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011458	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011459	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011460	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011461	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011462	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011463	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011464	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011465	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011466	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011467	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011468	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011469	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011470	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011471	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011472	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011473	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011474	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011475	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011476	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011477	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011478	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011479	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011480	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011481	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011482	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011483	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011484	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011485	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011486	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011487	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011488	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011489	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011490	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011491	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011492	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011493	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011494	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011495	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011496	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011497	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011498	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011499	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011500	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011501	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011502	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011503	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011504	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011505	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011506	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011507	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011508	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011509	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011510	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011511	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011512	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011513	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
